RANK_ID;PLAYER;TEAM;AGE;GP;W;L;MIN;OFFRTG;DEFRTG;NETRTG;AST%;AST/TO;AST RATIO;OREB%;DREB%;REB%;TO RATIO;EFG%;TS%;USG%;PACE;PIE;POSS
65;Gradey Dick;TOR;20;12;2;10;32.4;114.5;118.9;-4.4;10.4;1.56;11.1;1.7;6.1;3.9;7.1;53.3;58.5;23.4;100.62;9.5;813
66;Tyus Jones;PHX;28;12;9;3;32.3;112.2;113.1;-0.9;28.0;5.57;38.2;2.3;6.0;4.2;6.9;56.0;57.4;14.0;100.37;9.2;813
67;Jalen Williams;OKC;23;12;10;2;32.2;115.4;104.2;11.2;24.6;2.21;20.8;3.0;15.1;9.2;9.4;57.5;59.9;25.8;103.92;14.3;832
68;Jakob Pöltl;TOR;29;12;2;10;32.0;113.9;119.2;-5.4;12.7;1.09;16.6;11.6;23.0;17.1;15.2;55.8;58.0;18.7;101.05;11.0;807
69;Brook Lopez;MIL;36;12;4;8;31.9;110.7;113.0;-2.3;7.0;1.12;11.7;4.1;11.4;7.8;10.5;49.6;52.6;16.1;100.86;6.7;805
70;Rudy Gobert;MIN;32;12;6;6;31.8;110.0;105.1;4.8;8.8;1.10;16.7;9.9;22.2;16.2;15.2;63.6;68.7;12.8;99.72;12.1;791
71;Dillon Brooks;HOU;28;12;8;4;31.8;111.8;100.5;11.3;4.6;1.71;7.6;3.5;7.0;5.2;4.5;49.2;52.4;15.4;97.95;6.1;777
72;Keyonte George;UTA;21;10;2;8;31.8;103.9;124.8;-20.9;30.7;2.03;24.7;1.2;7.4;4.2;12.1;42.9;47.4;23.7;100.30;6.8;668
73;Kelly Oubre Jr.;PHI;28;11;2;9;31.6;101.3;112.9;-11.7;7.1;0.93;7.3;4.1;11.4;7.4;7.8;45.3;48.9;22.0;99.79;6.0;716
74;Ochai Agbaji;TOR;24;12;2;10;31.5;109.4;120.9;-11.5;8.9;1.77;15.0;3.8;12.1;7.8;8.5;67.7;68.7;13.9;100.72;9.7;798
75;Victor Wembanyama;SAS;20;12;6;6;31.3;108.0;106.1;1.9;15.1;0.78;10.8;6.7;23.4;15.5;13.8;55.4;59.4;29.7;100.53;17.5;790
76;Zion Williamson;NOP;24;6;2;4;31.1;116.6;120.3;-3.6;28.1;1.45;17.4;8.2;16.2;12.2;12.0;46.2;52.1;33.5;99.16;12.0;385
77;Toumani Camara;POR;24;13;5;8;31.0;105.3;109.7;-4.4;9.2;1.13;17.1;6.7;9.0;7.8;15.1;56.3;58.1;13.0;100.09;6.5;836
78;Donovan Mitchell;CLE;28;13;13;0;30.9;114.6;103.6;11.0;21.1;1.89;15.7;2.0;11.1;6.7;8.3;56.1;59.5;30.1;100.69;14.5;848
79;Bennedict Mathurin;IND;22;11;5;6;30.8;112.3;114.9;-2.6;8.7;1.00;9.5;3.8;16.6;10.6;9.5;61.1;67.1;22.9;99.66;13.5;709
80;Jrue Holiday;BOS;34;13;10;3;30.8;118.6;108.0;10.6;18.8;2.48;24.9;2.7;9.3;6.1;10.0;57.9;61.0;16.9;99.58;9.7;829
81;Jordan Poole;WAS;25;10;2;8;30.6;104.0;118.3;-14.3;24.7;1.26;16.9;0.9;5.3;3.0;13.5;56.7;61.3;28.2;105.17;11.4;671
82;Miles Bridges;CHA;26;8;3;5;30.5;110.0;118.0;-8.0;12.2;1.54;13.4;2.0;19.5;10.8;8.7;45.1;50.8;22.2;100.18;10.4;508
83;Jimmy Butler;MIA;35;8;3;5;30.5;109.4;117.0;-7.5;27.1;2.79;23.4;8.0;7.1;7.6;8.4;48.9;56.3;22.1;97.64;11.9;498
84;Evan Mobley;CLE;23;13;13;0;30.3;121.1;105.7;15.4;11.8;1.14;13.5;6.7;21.4;14.4;11.8;58.0;62.1;23.1;100.68;14.2;826
85;Aaron Gordon;DEN;29;7;4;3;30.3;124.3;114.0;10.3;13.9;2.44;19.5;9.0;13.2;11.1;8.0;61.4;66.3;17.4;98.89;12.0;440
86;Jordan Hawkins;NOP;22;8;3;5;30.3;104.5;118.0;-13.5;7.5;0.85;8.0;1.5;13.1;7.0;9.5;50.0;56.2;21.3;101.28;8.8;511
87;Klay Thompson;DAL;34;12;5;7;30.2;119.0;113.8;5.2;9.0;1.92;12.7;1.7;10.0;5.9;6.6;53.8;55.3;20.2;99.24;8.0;754
88;Corey Kispert;WAS;25;10;2;8;30.1;111.4;120.2;-8.8;7.0;1.60;12.1;0.7;8.0;4.5;7.6;48.5;51.1;15.9;103.51;4.9;647
89;Santi Aldama;MEM;23;12;7;5;30.1;116.5;107.9;8.6;16.3;2.71;22.5;5.3;18.3;12.1;8.3;53.0;55.5;17.4;104.40;12.2;787
90;Carlton Carrington;WAS;19;10;2;8;30.0;99.7;119.8;-20.1;25.8;2.55;32.1;0.3;13.7;7.0;12.6;51.2;55.7;15.0;103.95;8.7;648
91;Dejounte Murray;NOP;28;1;1;0;30.0;107.6;101.5;6.0;41.7;10.00;34.5;0.0;30.8;13.1;3.4;26.7;38.7;25.3;104.86;14.6;66
92;Franz Wagner;ORL;23;13;7;6;29.9;109.8;102.7;7.1;27.9;2.18;18.0;3.3;14.2;8.4;8.3;52.2;56.3;30.3;99.61;15.4;803
93;Darius Garland;CLE;24;13;13;0;29.9;124.0;114.4;9.6;29.7;2.55;26.4;2.2;5.2;3.8;10.4;64.0;66.3;25.5;100.51;12.8;820
94;Jalen Suggs;ORL;23;13;7;6;29.8;103.5;103.4;0.0;22.6;1.43;19.9;1.4;15.4;8.0;13.9;50.0;54.5;23.2;100.54;11.5;808
95;Anfernee Simons;POR;25;12;4;8;29.7;101.5;109.3;-7.9;24.3;1.76;18.8;0.5;5.9;3.0;10.7;45.5;50.3;25.6;99.20;8.8;736
96;Taurean Prince;MIL;30;12;4;8;29.7;111.9;119.9;-8.1;9.3;2.00;21.4;2.8;15.7;9.3;10.7;65.1;65.1;10.8;100.23;7.4;742
97;Jarrett Allen;CLE;26;13;13;0;29.6;119.0;111.4;7.6;7.2;1.57;13.2;6.8;29.2;18.4;8.4;63.9;66.8;15.8;102.40;14.4;823
98;De'Andre Hunter;ATL;26;2;2;0;29.5;118.2;106.8;11.4;10.3;0.00;11.8;3.4;16.2;10.2;0.0;50.0;60.6;20.0;107.92;12.6;132
99;Jaden McDaniels;MIN;24;12;6;6;29.4;109.9;111.4;-1.6;8.0;1.36;13.4;3.8;7.5;5.7;9.9;52.5;54.1;14.9;99.55;5.3;728
100;Kentavious Caldwell-Pope;ORL;31;13;7;6;29.4;109.8;104.7;5.1;9.5;3.38;21.1;1.5;7.6;4.3;6.3;41.0;47.2;11.3;98.80;5.0;783
101;Jeremy Sochan;SAS;21;7;3;4;29.3;107.6;109.8;-2.1;17.4;1.31;15.7;8.1;15.9;12.2;11.9;52.9;55.7;23.3;98.19;11.8;420
102;Lauri Markkanen;UTA;27;8;2;6;29.3;112.0;117.8;-5.9;14.4;1.83;15.0;5.8;13.7;9.9;8.2;49.0;56.2;21.9;100.50;11.3;493
103;Deandre Ayton;POR;26;11;3;8;29.3;103.0;111.3;-8.3;5.8;0.69;6.8;8.8;25.1;16.5;9.9;53.8;54.3;19.1;99.65;12.9;667
104;Paul George;PHI;34;5;1;4;29.1;100.0;110.2;-10.2;32.9;1.44;21.0;3.4;18.8;10.5;14.5;50.0;54.0;29.8;97.81;12.8;299
105;Stephen Curry;GSW;36;8;6;2;29.1;124.2;107.7;16.6;31.7;1.83;23.3;0.9;13.4;7.6;12.8;60.2;64.7;29.6;104.85;16.8;508
106;Patrick Williams;CHI;23;12;5;7;29.1;108.2;113.7;-5.5;8.7;1.05;14.3;3.7;14.0;9.0;13.7;47.2;50.7;16.2;107.49;6.2;777
107;Brandon Miller;CHA;21;7;3;4;29.1;101.7;106.3;-4.6;22.9;1.93;18.4;1.8;12.4;6.8;9.5;47.5;51.7;25.2;97.84;10.9;415
108;Kyshawn George;WAS;20;10;2;8;29.0;109.0;117.0;-8.0;13.0;3.11;20.4;1.9;11.6;6.8;6.6;47.3;49.4;15.3;104.13;5.7;631
109;Dorian Finney-Smith;BKN;31;10;4;6;28.9;114.5;109.8;4.7;8.0;1.23;13.6;7.8;10.0;9.0;11.0;55.4;56.0;15.7;97.68;5.9;587
110;Josh Giddey;CHI;22;12;5;7;28.9;108.6;118.2;-9.6;33.3;2.59;31.2;4.7;16.5;10.5;12.0;49.6;52.7;21.5;105.80;10.7;767
111;Alperen Sengun;HOU;22;12;8;4;28.8;111.7;104.9;6.8;22.5;1.85;17.7;11.2;24.8;17.6;9.6;49.1;53.0;26.0;97.29;18.1;703
112;Harrison Barnes;SAS;32;12;6;6;28.7;111.7;108.6;3.1;7.7;1.73;15.4;5.5;7.7;6.6;8.9;58.5;63.2;12.7;99.51;7.7;720
113;Payton Pritchard;BOS;26;13;10;3;28.5;122.1;111.2;10.9;15.5;2.24;18.2;2.9;6.9;4.9;8.1;64.8;67.4;19.8;98.97;11.1;761
114;Chris Paul;SAS;39;12;6;6;28.5;113.6;105.4;8.2;41.0;4.29;45.6;1.5;10.9;6.4;10.6;58.4;61.6;15.1;100.17;13.0;720
115;D'Angelo Russell;LAL;28;11;7;4;28.5;118.1;111.1;7.0;22.3;3.06;26.0;1.3;6.0;3.8;8.5;48.8;52.4;19.6;101.66;7.6;668
116;Malik Beasley;DET;27;13;5;8;28.4;105.9;106.6;-0.7;9.5;1.15;10.8;2.3;7.5;4.9;9.4;51.2;52.6;20.7;101.17;6.9;781
117;Tim Hardaway Jr.;DET;32;12;5;7;28.4;110.4;113.9;-3.5;10.0;3.00;16.7;0.3;5.4;2.9;5.6;62.4;66.4;15.3;97.16;8.2;691
118;Davion Mitchell;TOR;26;12;2;10;28.4;110.0;116.6;-6.6;28.4;2.74;36.8;2.0;7.2;4.6;13.4;47.9;49.7;15.2;101.75;6.4;720
119;Kyle Kuzma;WAS;29;5;1;4;28.4;98.7;117.8;-19.1;15.1;0.81;11.3;3.7;18.4;10.4;13.9;41.8;45.7;28.3;107.79;6.8;317
120;Ayo Dosunmu;CHI;24;12;5;7;28.3;105.7;116.2;-10.4;21.2;3.33;26.3;2.2;12.5;7.3;7.9;48.3;53.2;16.7;106.08;8.2;752
121;Herbert Jones;NOP;26;4;2;2;28.3;106.3;113.5;-7.2;4.7;0.80;11.4;3.4;4.7;4.1;14.3;52.0;52.2;11.4;100.82;3.9;238
122;Julian Champagnie;SAS;23;12;6;6;28.2;115.0;110.2;4.8;7.9;1.43;14.0;3.3;14.4;9.1;9.8;57.5;58.9;15.5;99.70;8.4;709
123;Jaren Jackson Jr.;MEM;25;10;6;4;28.2;114.2;98.2;15.9;5.5;0.48;4.9;3.6;13.8;8.8;10.3;61.3;64.7;26.6;106.24;15.0;628
124;Jabari Smith Jr.;HOU;21;12;8;4;28.1;106.7;106.8;-0.1;4.0;0.90;6.2;6.7;15.3;10.6;6.9;44.2;49.9;16.3;97.77;8.2;686
125;Grant Williams;CHA;25;11;4;7;28.0;113.6;109.2;4.4;11.4;1.19;18.0;3.0;12.4;7.6;15.1;56.1;59.4;15.2;99.88;7.5;640
126;Bogdan Bogdanovi?;ATL;32;1;1;0;27.8;109.4;115.9;-6.5;10.0;1.00;18.2;0.0;5.9;3.3;18.2;50.0;58.1;13.2;109.51;3.5;64
127;Ja Morant;MEM;25;8;5;3;27.8;120.6;106.7;13.9;47.1;2.15;29.0;1.8;14.5;8.6;13.5;48.0;55.5;31.9;103.15;16.9;480
128;Luguentz Dort;OKC;25;12;10;2;27.7;115.7;104.7;11.0;7.0;2.25;13.7;2.6;9.0;5.8;6.1;62.1;64.5;14.3;103.62;7.9;712
129;Draymond Green;GSW;34;11;9;2;27.6;121.3;111.4;9.9;22.9;2.85;36.5;3.0;14.3;9.0;12.8;56.9;61.0;13.5;101.23;8.9;642
130;Nick Richards;CHA;26;5;2;3;27.4;116.7;124.9;-8.2;9.2;1.29;15.5;14.1;21.9;17.9;12.1;63.6;64.4;14.4;100.73;11.2;287
131;Brandon Boston Jr.;NOP;22;9;1;8;27.3;111.2;120.1;-8.9;20.8;2.92;24.3;4.0;12.4;8.0;8.3;50.0;54.2;18.7;97.84;10.4;501
132;Andrew Wiggins;GSW;29;9;7;2;27.3;116.3;107.5;8.8;12.3;2.44;14.7;6.4;8.8;7.7;6.0;51.5;55.3;20.9;104.27;9.5;534
133;Keldon Johnson;SAS;25;12;6;6;26.9;106.0;113.1;-7.1;8.8;1.80;11.0;5.0;15.6;10.5;6.1;50.0;53.6;19.1;99.23;10.0;669
134;Kevin Huerter;SAC;26;10;6;4;26.9;109.6;113.5;-3.8;12.6;3.00;18.6;2.0;11.2;6.8;6.2;58.5;58.7;17.0;100.46;8.5;561
135;Zaccharie Risacher;ATL;19;12;5;7;26.8;110.7;119.2;-8.6;6.5;1.07;8.3;5.8;8.7;7.2;7.7;42.7;45.7;20.8;103.77;4.5;694
136;Derrick Jones Jr.;LAC;27;12;6;6;26.7;113.0;115.6;-2.6;6.5;0.88;10.3;5.8;7.6;6.7;11.8;61.3;62.5;16.2;98.85;6.9;662
137;Collin Sexton;UTA;25;11;3;8;26.7;107.2;118.1;-10.9;18.9;1.21;16.2;2.3;8.3;5.2;13.3;51.6;59.0;24.4;101.53;9.3;623
138;Andrew Nembhard;IND;24;7;4;3;26.7;110.8;110.1;0.7;24.1;3.30;33.0;0.6;6.8;3.8;10.0;41.3;45.2;15.8;99.95;6.0;389
139;Al Horford;BOS;38;11;8;3;26.6;121.5;109.6;11.9;11.7;2.36;23.9;3.5;17.1;10.5;10.1;64.8;65.7;12.2;99.92;9.8;610
140;Desmond Bane;MEM;26;5;2;3;26.5;109.7;117.3;-7.6;15.7;1.56;14.1;3.3;15.3;9.2;9.1;57.6;60.8;25.3;104.89;13.8;290
141;Chet Holmgren;OKC;22;10;8;2;26.5;113.4;96.8;16.6;10.4;0.87;11.5;5.7;21.8;14.4;13.2;56.8;61.9;24.2;106.06;15.2;582
142;Walker Kessler;UTA;23;9;2;7;26.4;100.0;118.3;-18.3;6.6;0.60;10.6;13.4;23.8;18.7;17.6;68.6;67.9;13.0;102.01;12.8;504
143;Joel Embiid;PHI;30;1;0;1;26.4;92.9;105.4;-12.5;33.3;2.50;22.7;3.6;7.4;5.5;9.1;22.7;44.8;27.4;101.75;6.5;56
144;Miles McBride;NYK;24;11;5;6;26.4;119.4;109.4;10.0;12.6;2.33;19.4;1.4;7.0;4.3;8.3;55.0;56.5;17.3;98.21;7.5;593
145;Wendell Carter Jr.;ORL;25;6;3;3;26.3;115.5;105.1;10.4;11.5;4.33;20.6;7.3;24.7;16.1;4.8;47.4;54.4;13.2;101.59;11.4;336
146;John Collins;UTA;27;11;3;8;26.3;109.0;117.7;-8.7;19.1;1.00;13.6;9.6;18.7;14.2;13.6;56.1;61.3;26.8;101.25;15.1;610
147;Donte DiVincenzo;MIN;27;12;6;6;26.2;112.7;106.8;5.9;18.1;1.78;22.7;1.8;10.9;6.4;12.7;45.9;48.2;18.8;100.34;7.2;654
148;Scotty Pippen Jr.;MEM;24;12;7;5;26.0;112.9;110.4;2.5;32.5;2.47;33.2;1.8;12.6;7.3;13.5;57.9;61.3;18.9;105.28;11.9;684
149;Jaylen Wells;MEM;21;12;7;5;25.9;113.8;106.4;7.4;8.4;1.54;12.8;2.7;9.0;5.9;8.3;51.8;54.2;17.3;104.08;6.7;676
150;Shaedon Sharpe;POR;21;5;2;3;25.8;103.2;112.9;-9.6;8.9;0.88;8.2;3.8;9.6;6.5;9.4;51.5;54.1;24.8;103.81;8.5;279
151;Trey Murphy III;NOP;24;2;0;2;25.8;97.3;107.5;-10.2;6.3;0.40;5.7;3.5;9.4;6.4;14.3;38.5;45.4;24.8;101.96;2.9;113
152;Jake LaRavia;MEM;23;12;7;5;25.7;120.3;112.3;8.0;18.4;2.71;29.9;7.1;13.4;10.4;11.0;58.4;59.8;14.0;102.24;9.4;665
153;Jose Alvarado;NOP;26;11;3;8;25.6;107.4;121.0;-13.5;26.8;3.50;28.7;2.0;6.8;4.3;8.2;51.5;54.4;18.2;98.52;8.5;579
154;Scoot Henderson;POR;20;13;5;8;25.6;103.6;116.9;-13.2;27.5;1.50;23.7;2.1;9.9;5.7;15.8;46.3;51.0;22.9;103.15;7.9;716
